meal_name,meal_type,asset_key,fallback_category,search_query,candidate_rank,review_status,provider,source_title,source_page_url,original_url,thumbnail_url,creator,credit,license,license_url,attribution_required,width,height,description,review_notes
Papaya Milk Oatmeal,BREAKFAST,meal/papaya-milk-oatmeal,breakfast,oatmeal bowl food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Oatmeal porridge and rye bread with cheese at night.jpg,https://commons.wikimedia.org/wiki/File:Oatmeal_porridge_and_rye_bread_with_cheese_at_night.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Oatmeal_porridge_and_rye_bread_with_cheese_at_night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bf/Oatmeal_porridge_and_rye_bread_with_cheese_at_night.jpg/960px-Oatmeal_porridge_and_rye_bread_with_cheese_at_night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,JIP,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4608,3456,A bowl of oatmeal porridge and a slice of rye bread with cheese as a late night snack.,
Papaya Milk Oatmeal,BREAKFAST,meal/papaya-milk-oatmeal,breakfast,oatmeal bowl food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Oatmeal (1).jpg,https://commons.wikimedia.org/wiki/File:Oatmeal_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Oatmeal_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Oatmeal_%281%29.jpg/960px-Oatmeal_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Renee Comet (Photographer),"This image was released by the National Cancer Institute , an agency part of the National Institutes of Health , with the ID 2647 ( image ) (next) .",Public domain,,false,2700,1800,"Title Oatmeal Description A single bowl of cooked hot cereal, oatmeal with milk. Topics/Categories Food and Drink Type Color, Photo Source National Cancer Institute",
Tuna Pandesal Sandwich,BREAKFAST,meal/tuna-pandesal-sandwich,seafood,pandesal Filipino bread,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Pinoy Pandesal.jpg,https://commons.wikimedia.org/wiki/File:Pinoy_Pandesal.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Pinoy_Pandesal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Pinoy_Pandesal.jpg/960px-Pinoy_Pandesal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jessartcam,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,5472,3648,"A Filipino style fluffy bread with simple taste. It can be paired with cheese, peanut butter, jam or egg. Pandesal and coffee or hot chocolate drink is a perfect combination for a simple breakfast.",
Tuna Pandesal Sandwich,BREAKFAST,meal/tuna-pandesal-sandwich,seafood,pandesal Filipino bread,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Ube Pandesal (Filipino purple yam Bread roll).jpg,https://commons.wikimedia.org/wiki/File:Ube_Pandesal_(Filipino_purple_yam_Bread_roll).jpg,https://upload.wikimedia.org/wikipedia/commons/d/db/Ube_Pandesal_%28Filipino_purple_yam_Bread_roll%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/Ube_Pandesal_%28Filipino_purple_yam_Bread_roll%29.jpg/960px-Ube_Pandesal_%28Filipino_purple_yam_Bread_roll%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ptrcparian,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,1170,871,"A tasty treat, that is eaten for breakfast with a cup of coffee. A fusion of the pandesal and the favourite flavour of ube.",
Tofu Tomato Breakfast Rice Bowl,BREAKFAST,meal/tofu-tomato-breakfast-rice-bowl,plant-based,tofu rice bowl food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Salt & Pepper Tofu Rice Bowl - Tiger Bites Pig 2025-11-20.jpg,https://commons.wikimedia.org/wiki/File:Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg/960px-Salt_%26_Pepper_Tofu_Rice_Bowl_-_Tiger_Bites_Pig_2025-11-20.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy Li,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,8160,6144,"Description on menu: ""Coated in sweet potato & rice starches, fried & seasoned with red sichuan salt""",
Tofu Tomato Breakfast Rice Bowl,BREAKFAST,meal/tofu-tomato-breakfast-rice-bowl,plant-based,tofu rice bowl food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:House Special Tofu & Mushroom - The Big Bowl 2023-10-25.jpg,https://commons.wikimedia.org/wiki/File:House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg/960px-House_Special_Tofu_%26_Mushroom_-_The_Big_Bowl_2023-10-25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy Li,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4032,3024,"Description on menu: House Specials - ""Round rice noodles in a lemongrass soup with a 'Hue-Style' hot & spicy beef broth.""",
Tofu Tomato Breakfast Rice Bowl,BREAKFAST,meal/tofu-tomato-breakfast-rice-bowl,plant-based,tofu rice bowl food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:HK SSP 深水埗 Sham Shui Po 元州街 Un Chau Street 桂林街 50 Kweilin Street 同德大廈 Tung Tak Building 大碗飯皇 Big Bowl Rice King Food shop April 2022 Px3 07.jpg,https://commons.wikimedia.org/wiki/File:HK_SSP_%E6%B7%B1%E6%B0%B4%E5%9F%97_Sham_Shui_Po_%E5%85%83%E5%B7%9E%E8%A1%97_Un_Chau_Street_%E6%A1%82%E6%9E%97%E8%A1%97_50_Kweilin_Street_%E5%90%8C%E5%BE%B7%E5%A4%A7%E5%BB%88_Tung_Tak_Building_%E5%A4%A7%E7%A2%97%E9%A3%AF%E7%9A%87_Big_Bowl_Rice_King_Food_shop_April_2022_Px3_07.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/HK_SSP_%E6%B7%B1%E6%B0%B4%E5%9F%97_Sham_Shui_Po_%E5%85%83%E5%B7%9E%E8%A1%97_Un_Chau_Street_%E6%A1%82%E6%9E%97%E8%A1%97_50_Kweilin_Street_%E5%90%8C%E5%BE%B7%E5%A4%A7%E5%BB%88_Tung_Tak_Building_%E5%A4%A7%E7%A2%97%E9%A3%AF%E7%9A%87_Big_Bowl_Rice_King_Food_shop_April_2022_Px3_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/HK_SSP_%E6%B7%B1%E6%B0%B4%E5%9F%97_Sham_Shui_Po_%E5%85%83%E5%B7%9E%E8%A1%97_Un_Chau_Street_%E6%A1%82%E6%9E%97%E8%A1%97_50_Kweilin_Street_%E5%90%8C%E5%BE%B7%E5%A4%A7%E5%BB%88_Tung_Tak_Building_%E5%A4%A7%E7%A2%97%E9%A3%AF%E7%9A%87_Big_Bowl_Rice_King_Food_shop_April_2022_Px3_07.jpg/960px-thumbnail.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Hung Shing Chiamz RM30216,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3000,4000,HK SSP zh:深水埗 Sham Shui Po zh:元州街 Un Chau Street zh:桂林街 50 Kweilin Street 同德大廈 Tung Tak Building 大碗飯皇 Big Bowl Rice King Food shop in April 2022 冬瓜豆卜炆火腩 Winter melon tofu braised pork,
Sardines and Rice Breakfast Plate,BREAKFAST,meal/sardines-and-rice-breakfast-plate,seafood,sardines rice Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:08769jfCuisine Foods Fruits Philippines Baliuag Bulacanfvf 36.jpg,https://commons.wikimedia.org/wiki/File:08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg/960px-08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_36.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Pandesal Puto Chicken gizzard pastel Adobo chicken feet Sinangag Fried rice in the Philipines Pork dishes in the Philippines Soup and stews in the Philippines photos taken in Barangay Poblacion 14°57'17""N 120°54'2""E Baliuag, Bulacan , Bulacan province (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
Sardines and Rice Breakfast Plate,BREAKFAST,meal/sardines-and-rice-breakfast-plate,seafood,sardines rice Filipino food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:08769jfCuisine Foods Fruits Philippines Baliuag Bulacanfvf 45.jpg,https://commons.wikimedia.org/wiki/File:08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg/960px-08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_45.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Pandesal Puto Chicken gizzard pastel Adobo chicken feet Sinangag Fried rice in the Philipines Pork dishes in the Philippines Soup and stews in the Philippines photos taken in Barangay Poblacion 14°57'17""N 120°54'2""E Baliuag, Bulacan , Bulacan province (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
Sardines and Rice Breakfast Plate,BREAKFAST,meal/sardines-and-rice-breakfast-plate,seafood,sardines rice Filipino food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:08769jfCuisine Foods Fruits Philippines Baliuag Bulacanfvf 48.jpg,https://commons.wikimedia.org/wiki/File:08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_48.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_48.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_48.jpg/960px-08769jfCuisine_Foods_Fruits_Philippines_Baliuag_Bulacanfvf_48.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Judgefloro,Own work,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,false,4608,3456,"Pandesal Puto Chicken gizzard pastel Adobo chicken feet Sinangag Fried rice in the Philipines Pork dishes in the Philippines Soup and stews in the Philippines photos taken in Barangay Poblacion 14°57'17""N 120°54'2""E Baliuag, Bulacan , Bulacan province (Note: Judge Florentino Floro, the owner, to repeat, Donor Florentino Floro of all these photos hereby donate gratuitously, freely and unconditionally all these photos to and for Wikimedia Commons, exclusively, for public use of the public domain, and again without any condition whatsoever).",
Sweet Potato and Egg Plate,BREAKFAST,meal/sweet-potato-and-egg-plate,poultry-and-egg,egg rice Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Fried rice with egg (03-10-2021).jpg,https://commons.wikimedia.org/wiki/File:Fried_rice_with_egg_(03-10-2021).jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Fried_rice_with_egg_%2803-10-2021%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/Fried_rice_with_egg_%2803-10-2021%29.jpg/960px-Fried_rice_with_egg_%2803-10-2021%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,PaulGorduiz106,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4608,3072,Fried rice with egg,
Sweet Potato and Egg Plate,BREAKFAST,meal/sweet-potato-and-egg-plate,poultry-and-egg,egg rice Filipino food,2,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Chicken and egg fried rice.jpg,https://commons.wikimedia.org/wiki/File:Chicken_and_egg_fried_rice.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Chicken_and_egg_fried_rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Chicken_and_egg_fried_rice.jpg/960px-Chicken_and_egg_fried_rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,abhinaya,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,3264,2448,simple and long lasting taste.healthy and perfect for date.!!,
Sweet Potato and Egg Plate,BREAKFAST,meal/sweet-potato-and-egg-plate,poultry-and-egg,egg rice Filipino food,3,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Boiled egg with rice.jpg,https://commons.wikimedia.org/wiki/File:Boiled_egg_with_rice.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Boiled_egg_with_rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Boiled_egg_with_rice.jpg/960px-Boiled_egg_with_rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Roderick Suñaz Sumalinog,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4608,3456,"A boiled egg is a culinary delight created by immersing an egg in boiling water until its white and yolk firm up, resulting in a versatile and nutritious protein-packed treat.",
Sweet Potato and Egg Plate,BREAKFAST,meal/sweet-potato-and-egg-plate,poultry-and-egg,egg rice Filipino food,4,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,"File:A bilao of salted egg, seafood, porkchop and fried rice.jpg","https://commons.wikimedia.org/wiki/File:A_bilao_of_salted_egg,_seafood,_porkchop_and_fried_rice.jpg",https://upload.wikimedia.org/wikipedia/commons/1/13/A_bilao_of_salted_egg%2C_seafood%2C_porkchop_and_fried_rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/A_bilao_of_salted_egg%2C_seafood%2C_porkchop_and_fried_rice.jpg/960px-A_bilao_of_salted_egg%2C_seafood%2C_porkchop_and_fried_rice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Irvin Parco Sto. Tomas,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,2712,1808,"a bilao of salted egg, seafood, porkchop and fried rice",
Corn and Egg Breakfast Bowl,BREAKFAST,meal/corn-and-egg-breakfast-bowl,poultry-and-egg,egg rice Filipino food,1,NEEDS_VISUAL_REVIEW,WIKIMEDIA_COMMONS,File:Fried rice with egg (03-10-2021).jpg,https://commons.wikimedia.org/wiki/File:Fried_rice_with_egg_(03-10-2021).jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Fried_rice_with_egg_%2803-10-2021%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/Fried_rice_with_egg_%2803-10-2021%29.jpg/960px-Fried_rice_with_egg_%2803-10-2021%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,PaulGorduiz106,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,true,4608,3072,Fried rice with egg,
